(52925,41118,5.14522)
(52925,2898,3.4757)
(52925,38525,1.29086)
(52925,12937,4.73515)
(52925,47345,5.97003)
(52925,17275,4.14187)
(52925,27003,3.09077)
(52925,9006,5.39391)
(52925,12706,4.83729)
(52925,14502,5.29264)
(52925,5037,3.9467)
(52925,14596,5.26903)
(52925,5890,5.02016)
(52925,31132,3.74932)
(52925,44011,3.84616)
(52925,41027,8.44524)
(52925,49310,5.38923)
(52925,20909,4.18034)
(52925,9888,5.72799)
(52925,11676,6.2415)
(52925,41752,3.59957)
(52925,42429,7.82728)
(52925,53528,3.61617)
(52925,32642,7.01753)
(52925,53403,5.48316)
(52925,44785,2.53411)
(52925,41872,4.91983)
(52925,1872,5.24513)
(52925,37847,5.56273)
(52925,8595,6.09481)
(52925,46919,2.91211)
(52925,20450,3.96186)
(52925,53264,4.48339)
(52925,34556,6.22217)
(52925,48509,4.20752)
(52925,18853,4.07877)
(52925,22542,1.16762)
(52925,9894,5.28152)
(52925,15038,6.77037)
(52925,49625,7.95583)
(52925,5347,1.7438)
(52925,27509,5.29246)
(52925,43840,6.73006)
(52925,11613,3.75409)
(52925,32086,2.80786)
(52925,53407,5.46599)
(52925,11950,4.54596)
(52925,26118,3.76686)
(52925,29546,5.31405)
(52925,27784,6.01668)
(52925,48884,5.72942)
(52925,10456,5.52824)
(52925,31907,1.82251)
(52925,22024,4.97575)
(52925,2219,5.34013)
(52925,33790,2.67028)
(52925,5808,1.28274)
(52925,23072,2.63943)
(52925,28232,0.723725)
(52925,1273,3.96627)
(52925,33975,4.65297)
(52925,21067,5.85125)
(52925,39639,4.1705)
(52925,35084,1.36241)
(52925,41663,4.10619)
(52925,41120,2.05108)
(52925,14663,10.1067)
(52925,718,2.58668)
(52925,40286,3.45295)
(52925,40034,3.1057)
(52925,31359,5.36018)
(52925,17735,4.35447)
(52925,8990,3.78699)
(52925,43087,5.6958)
(52925,962,10.7954)
(52925,52291,4.86366)
(52925,33590,2.69899)
(52925,10088,5.20601)
(52925,33816,5.10581)
(52925,27650,6.98045)
(52925,47659,6.38534)
(52925,28479,1.96566)
(52925,33206,5.22162)
(52925,4190,3.68262)
(52925,40571,2.4443)
(52925,18441,5.75997)
(52925,5973,8.03922)
(52925,53311,0.621903)
(52925,23062,0.664501)
(52925,45704,5.75009)
(52925,32590,3.80811)
(52925,30452,7.00959)
(52925,36581,6.33313)
(52925,6153,5.05958)
(52925,48284,4.34365)
(52925,9276,4.51518)
(52925,21495,2.55381)
(52925,28146,6.5146)
(52925,43343,6.20798)
(52925,32775,1.301)
(52925,4292,3.43851)
(52925,45777,1.59224)
(52925,30801,3.07365)
(52925,11493,5.98596)
(52925,50974,5.55917)
(52925,1305,4.44348)
(52925,50502,3.73538)
(52925,28205,5.69041)
(52925,2021,5.65576)
(52925,14348,3.97453)
(52925,21871,5.29993)
(52925,455,5.83983)
(52925,41165,6.36897)
(52925,27396,4.90857)
(52925,8137,3.34415)
(52925,30173,6.14507)
(52925,27722,3.27516)
(52925,45693,6.78256)
(52925,50634,5.43627)
(52925,44475,5.88227)
(52925,2694,1.96419)
(52925,5745,8.61337)
(52925,40941,5.35265)
(52925,34914,7.06575)
(52925,23719,5.80451)
(52925,31272,1.71902)
(52925,28349,7.14692)
(52925,32784,3.7145)
(52925,8013,5.63194)
(52925,27480,2.67736)
(52925,37868,3.6208)
(52925,10548,6.39086)
(52925,16851,4.35058)
(52925,41671,2.32107)
(52925,30331,7.28652)
(52925,53605,3.75777)
(52925,10894,7.0308)
(52925,43682,3.08421)
(52925,3238,5.38447)
(52925,7502,3.28455)
(52925,23172,3.61476)
(52925,42107,5.10001)
(52925,2329,0.903544)
(52925,27650,6.98045)
(52925,36546,1.13106)
(52925,47463,5.15087)
(52925,53538,5.7462)
(52925,27559,3.30162)
(52925,16635,3.96722)
(52925,53192,4.28968)
(52925,53384,8.55293)
(52925,7026,3.32002)
(52925,4128,3.50092)
(52925,45530,5.57532)
(52925,225,4.35851)
(52925,24716,5.82706)
(52925,1212,9.80835)
(52925,706,5.42061)
(52925,38944,2.59073)
(52925,1014,2.56183)
(52925,26061,3.5116)
(52925,10764,4.5683)
(52925,24459,5.9601)
(52925,51972,4.77249)
(52925,39274,5.97722)
(52925,24333,3.7028)
(52925,22288,5.75723)
(52925,13042,2.66793)
(52925,41382,5.34035)
(52925,18048,9.38211)
(52925,37733,5.86936)
(52925,52392,4.87848)
(52925,7914,3.37761)
(52925,12611,6.40988)
(52925,2410,7.60207)
(52925,49310,5.38923)
(52925,7931,6.70509)
(52925,24043,1.16482)
(52925,42198,5.11162)
(52925,27877,1.31231)
(52925,12916,5.57515)
(52925,29598,3.75668)
(52925,7800,0.468081)
(52925,1934,6.13553)
(52925,7793,5.11771)
(52925,29456,3.63905)
(52925,46473,3.57566)
(52925,47329,5.65013)
(52925,39702,4.45219)
(52925,3995,5.79452)
(52925,13921,4.89448)
(52925,17193,3.45303)
(52925,10243,5.93838)
(52925,5117,5.83502)
(52925,5298,7.87432)
(52925,27248,5.62311)
(52925,1912,4.72079)
(52925,20197,6.16361)
(52925,42886,6.50914)
(52925,676,0.86475)
(52925,4410,8.76153)
(52925,44749,5.78217)
(52925,39712,4.90019)
(52925,3268,6.17519)
(52925,18978,5.84494)
(52925,9314,10.0338)
(52925,15947,5.97846)
(52925,1108,5.28569)
(52925,18592,4.22041)
(52925,50875,5.77691)
(52925,48750,3.56352)
(52925,734,4.79137)
(52925,29144,4.10494)
(52925,43424,3.79194)
(52925,29119,1.21787)
(52925,26222,4.5481)
(52925,19644,4.18882)
(52925,30357,4.88804)
(52925,18805,5.39788)
(52925,31415,6.23175)
(52925,29799,3.25944)
(52925,6377,1.7577)
(52925,39863,5.30288)
(52925,51723,2.67271)
(52925,1584,3.44863)
(52925,4816,8.24312)
(52925,45767,6.46916)
(52925,27784,6.01668)
(52925,13552,2.74237)
(52925,4049,2.54081)
(52925,43486,2.49158)
(52925,33718,1.50921)
(52925,845,3.8312)
(52925,16767,0.943772)
(52925,3015,2.51911)
(52925,14373,5.75137)
(52925,48129,5.21852)
(52925,31162,3.84861)
(52925,16208,3.10239)
(52925,27047,4.99502)
(52925,44099,4.09102)
(52925,42864,6.81969)
(52925,14206,4.788)
(52925,36585,3.80656)
(52925,41706,4.35045)
(52925,46747,2.95285)
(52925,33239,6.43906)
(52925,26,10.9427)
(52925,22223,7.27635)
(52925,1711,8.59133)
(52925,27398,5.24001)
(52925,34630,4.35383)
(52925,27026,3.96797)
(52925,52721,2.2994)
(52925,29425,2.80934)
(52925,4108,3.26071)
(52925,30210,6.22621)
(52925,30250,5.16324)
(52925,28765,4.14041)
(52925,21176,4.98157)
(52925,5989,5.59295)
(52925,29839,6.05142)
(52925,33238,5.28584)
(52925,36153,4.47863)
(52925,20763,3.29575)
(52925,28239,5.45018)
(52925,35530,4.04343)
(52925,30532,2.36196)
(52925,45717,7.59886)
(52925,32788,11.598)
(52925,5350,4.7033)
(52925,50242,7.0329)
(52925,2924,1.75624)
(52925,51875,5.20364)
(52925,15482,5.88708)
(52925,7370,11.8845)
(52925,37921,5.17037)
(52925,33049,3.54203)
(52925,2213,3.54199)
(52925,7070,5.92967)
(52925,46390,4.059)
(52925,47561,5.66204)
(52925,29287,5.65799)
(52925,30570,2.62516)
(52925,15132,3.44171)
(52925,41122,5.20827)
(52925,31474,5.29864)
(52925,27682,11.0765)
(52925,30499,2.65941)
(52925,7377,5.46796)
(52925,44190,5.90548)
(52925,49256,2.91116)
(52925,31306,4.1764)
(52925,33158,3.06125)
(52925,24649,2.25073)
(52925,2910,10.8164)
(52925,42823,8.64569)
(52925,15578,4.55504)
(52925,6386,5.11616)
(52925,31368,2.05528)
(52925,14846,2.85916)
(52925,4974,5.48398)
(52925,48367,6.85159)
(52925,29514,3.09596)
(52925,34972,1.87701)
(52925,48075,5.91109)
(52925,38758,7.31106)
(52925,43719,3.57109)
(52925,49217,5.68425)
(52925,7102,5.92967)
(52925,40017,2.89615)
(52925,29856,2.45987)
(52925,49898,5.42741)
(52925,28987,2.37142)
(52925,32687,4.49517)
(52925,12736,2.58432)
(52925,1262,5.15894)
(52925,27009,5.41057)
(52925,297,0.508322)
(52925,27462,4.12008)
(52925,27018,9.18661)
(52925,41344,1.58024)
(52925,48655,5.78973)
(52925,20599,1.06449)
(52925,5015,2.35794)
(52925,5062,2.06832)
(52925,50628,3.62)
(52925,9015,6.88095)
(52925,23622,2.24022)
(52925,48063,3.54231)
(52925,2521,5.50168)
(52925,15030,1.57263)
(52925,34009,6.80349)
(52925,26934,1.58425)
(52925,52314,2.18361)
(52925,2584,6.375)
(52925,28432,4.544)
(52925,38496,4.42381)
(52925,35052,7.90356)
(52925,38944,2.59073)
(52925,19390,6.20869)
(52925,53564,8.81593)
(52925,40733,1.94483)
(52925,47238,6.31094)
(52925,24579,4.03658)
(52925,33261,5.40787)
(52925,33261,5.40787)
(52925,16614,2.86027)
(52925,26871,2.94409)
(52925,18013,5.17628)
(52925,4516,3.12952)
(52925,14793,6.35619)
(52925,53297,5.90566)
(52925,49722,9.37307)
(52925,28392,3.84012)
(52925,51451,9.47808)
(52925,27195,3.46799)
(52925,47004,4.44979)
(52925,26642,3.93513)
(52925,3110,3.89534)
(52925,28311,4.96016)
(52925,9947,2.47212)
(52925,11636,1.81145)
(52925,29948,5.58174)
(52925,4111,5.03855)
(52925,3707,2.64187)
(52925,12963,8.14746)
(52925,16510,9.21664)
(52925,42824,7.2806)
(52925,30212,10.9984)
(52925,5939,6.34027)
(52925,3150,2.35741)
(52925,40022,3.68299)
(52925,6255,3.03653)
(52925,11804,4.17672)
(52925,17801,6.43894)
(52925,44993,3.71968)
(52925,35621,2.48703)
(52925,6098,5.91997)
(52925,18478,9.53477)
(52925,13929,5.45327)
(52925,14070,8.59897)
(52925,20358,5.23894)
(52925,30262,5.53698)
(52925,20904,3.401)
(52925,47106,5.95643)
(52925,26185,2.30606)
(52925,25393,2.50493)
(52925,34088,3.54256)
(52925,44162,5.77794)
(52925,43346,5.4122)
(52925,48080,7.3554)
(52925,42618,3.74882)
(52925,9108,2.7696)
(52925,31177,7.16596)
(52925,19957,3.36212)
(52925,862,0.279106)
(52925,189,7.03326)
(52925,46527,6.44916)
(52925,23460,2.45201)
(52925,29009,3.46307)
(52925,18303,3.68447)
(52925,52414,8.95765)
(52925,44534,3.604)
(52925,14842,3.46962)
(52925,4060,6.35736)
(52925,29702,6.98338)
(52925,609,5.50532)
(52925,37674,7.61087)
(52925,44836,3.88102)
(52925,25043,5.63841)
(52925,4561,4.97553)
(52925,14975,5.81736)
(52925,46405,6.21299)
(52925,28980,5.69305)
(52925,37650,4.85114)
(52925,39898,8.98221)
(52925,9313,7.42319)
(52925,46369,3.47932)
(52925,18986,5.9264)
(52925,27606,6.68169)
(52925,50482,2.93372)
(52925,30233,5.86559)
(52925,7210,3.31977)
(52925,19885,0.916629)
(52925,29558,3.32426)
(52925,49323,3.87784)
(52925,3938,8.183)
(52925,14638,2.98115)
(52925,48347,3.68814)
(52925,47475,3.82058)
(52925,35934,5.9392)
(52925,27033,3.72458)
(52925,27564,5.44762)
(52925,39802,10.278)
(52925,5689,4.68543)
(52925,2219,5.34013)
(52925,25292,5.07685)
(52925,24193,5.20083)
(52925,38073,6.09448)
(52925,22319,5.38847)
(52925,39997,6.39599)
(52925,27537,2.16891)
(52925,32336,6.23971)
(52925,5327,7.61345)
(52925,2650,4.71406)
(52925,53574,2.73929)
(52925,50690,3.71612)
(52925,37923,7.48836)
(52925,238,4.99867)
(52925,21983,3.61673)
(52925,24933,6.58812)
(52925,591,3.68002)
(52925,39581,4.9892)
(52925,15988,2.57196)
(52925,28498,5.19008)
(52925,32063,6.24823)
(52925,5685,6.19203)
(52925,3203,6.3275)
(52925,20635,7.19515)
(52925,31669,6.0189)
(52925,29169,5.20238)
(52925,43521,4.01163)
(52925,14670,5.72879)
(52925,1890,2.756)
(52925,48928,5.33173)
(52925,47081,5.46711)
(52925,47679,6.8398)
(52925,33703,4.29746)
(52925,13792,8.19917)
(52925,63,6.07405)
(52925,43834,4.69813)
(52925,22077,6.11732)
(52925,7287,1.57814)
(52925,16302,0.620204)
(52925,39036,8.03056)
(52925,21459,5.6386)
(52925,51650,1.7993)
(52925,31649,6.17837)
(52925,28362,2.33043)
(52925,38534,7.04437)
(52925,40961,5.56813)
(52925,586,3.25784)
(52925,8232,6.7631)
(52925,36386,5.81489)
(52925,31069,3.24565)
(52925,10215,3.35848)
(52925,39233,6.00481)
(52925,25995,5.89079)
(52925,6867,5.10287)
(52925,6182,9.46544)
(52925,36059,5.01916)
(52925,1009,2.35949)
(52925,15935,6.21155)
(52925,28147,5.19052)
(52925,23879,5.82165)
(52925,27665,5.7073)
(52925,8799,0.65558)
(52925,18804,4.75616)
(52925,15442,5.64408)
(52925,45344,3.81617)
(52925,31885,3.94765)
(52925,1380,5.78989)
(52925,15095,8.01847)
(52925,26884,6.10121)
(52925,1325,5.78367)
(52925,8495,5.43477)
(52925,1664,5.61217)
(52925,8302,5.09787)
(52925,12195,3.20242)
(52925,6257,4.06503)
(52925,32191,10.7525)
(52925,28070,7.04061)
(52925,12305,3.4107)
(52925,2485,2.3397)
(52925,33143,2.94431)
(52925,34730,9.29386)
(52925,29117,3.9669)
(52925,49882,7.01048)
(52925,2657,5.83758)
(52925,43391,6.2163)
(52925,23755,9.55436)
(52925,17819,4.51798)
(52925,7598,3.41492)
(52925,16614,2.86027)
(52925,18717,6.265)
(52925,14391,5.31872)
(52925,6804,6.49308)
(52925,15935,6.21155)
(52925,28177,4.79936)
(52925,33531,3.59249)
(52925,46569,6.0425)
(52925,4684,5.33003)
(52925,20607,2.10514)
(52925,32278,5.15205)
(52925,836,6.96437)
(52925,48596,0.798952)
(52925,12796,5.31956)
(52925,35125,6.92481)
(52925,11335,5.29446)
(52925,27521,3.68359)
(52925,32451,5.68197)
(52925,2818,3.39401)
(52925,28927,6.06687)
(52925,7104,5.79909)
(52925,29219,9.7429)
(52925,33505,1.02001)
(52925,4331,5.56088)
(52925,34831,10.5377)
(52925,51419,5.46679)
(52925,28445,5.65271)
(52925,1144,5.43826)
(52925,27083,3.9791)
(52925,5578,3.75336)
(52925,18558,3.28116)
(52925,30413,3.53509)
(52925,43885,2.43875)
(52925,5079,5.85187)
(52925,20389,6.42144)
(52925,45901,6.00969)
(52925,53110,5.97494)
(52925,22011,3.1306)
(52925,16247,5.29826)
(52925,6214,3.25926)
(52925,42368,3.55271)
(52925,31399,3.15592)
(52925,29319,4.409)
(52925,13494,4.80117)
(52925,39998,9.32281)
(52925,30503,5.50371)
(52925,34922,5.99392)
(52925,858,6.60454)
(52925,17327,3.1784)
(52925,16851,4.35058)
(52925,26656,5.55178)
(52925,2313,3.01353)
(52925,4706,4.72824)
(52925,35895,6.26423)
(52925,7388,6.945)
(52925,34158,2.89539)
(52925,46400,5.72155)
(52925,6255,3.03653)
(52925,16931,4.19464)
(52925,1823,3.16448)
(52925,52037,8.91625)
(52925,19409,4.58947)
(52925,31456,5.44761)
(52925,3762,6.49219)
(52925,31876,6.09637)
(52925,40707,3.80414)
(52925,40980,8.41447)
(52925,25642,6.29833)
(52925,15882,5.49949)
(52925,5724,10.4789)
(52925,609,5.50532)
(52925,1495,10.2769)
(52925,31774,4.34989)
(52925,25293,2.59074)
(52925,10112,2.27396)
(52925,10697,6.77824)
(52925,45674,1.36943)
(52925,44731,6.95625)
(52925,10631,5.20391)
(52925,6552,6.75001)
(52925,33214,2.90396)
(52925,29448,4.97765)
(52925,20165,6.48947)
(52925,29244,6.92258)
(52925,1763,9.89107)
(52925,44459,2.43274)
(52925,31676,4.90327)
(52925,29821,6.99673)
(52925,50043,6.10876)
(52925,32086,2.80786)
(52925,52563,9.62883)
(52925,43352,7.68199)
(52925,42263,5.02599)
(52925,36222,3.95968)
(52925,21936,4.5431)
(52925,43548,2.81711)
(52925,5533,5.08964)
(52925,27090,5.96137)
(52925,23180,4.47511)
(52925,2339,2.4475)
(52925,21039,4.16504)
(52925,23494,4.13612)
(52925,9647,5.86343)
(52925,32527,3.80887)
(52925,13594,5.90528)
(52925,51241,3.4546)
(52925,34884,5.38114)
(52925,49656,3.91242)
(52925,49022,3.15974)
(52925,46447,3.73663)
(52925,14845,6.12593)
(52925,53574,2.73929)
(52925,33562,10.924)
(52925,4734,3.83911)
(52925,4734,3.83911)
(52925,45846,4.80877)
(52925,27855,1.58317)
(52925,39740,3.50747)
(52925,32132,1.82739)
(52925,20068,4.57814)
(52925,26432,8.93523)
(52925,28932,8.47804)
(52925,25805,10.4406)
(52925,30770,1.81931)
(52925,19638,4.50131)
(52925,19782,4.19205)
(52925,27557,6.58867)
(52925,17641,4.50642)
(52925,20859,5.37411)
(52925,18083,3.73946)
(52925,42099,4.1578)
(52925,24107,4.06395)
(52925,14820,5.3158)
(52925,396,1.56731)
(52925,39184,3.72423)
(52925,5985,11.3636)
(52925,42639,5.19255)
(52925,12643,3.6036)
(52925,31721,5.35789)
(52925,6096,2.83167)
(52925,38021,1.89878)
(52925,12749,7.21566)
(52925,32397,3.92532)
(52925,39255,3.10835)
(52925,34154,6.6832)
(52925,11838,5.16407)
(52925,52520,3.06193)
(52925,27006,6.79718)
(52925,21180,1.806)
(52925,28590,6.22838)
(52925,32487,3.3996)
(52925,21448,4.82)
(52925,5950,4.10193)
(52925,7419,5.38066)
(52925,37200,7.91205)
(52925,8323,2.1424)
(52925,34067,6.61337)
(52925,36307,2.62331)
(52925,50658,5.16533)
(52925,42932,2.27981)
(52925,53384,8.55293)
(52925,6898,2.57261)
(52925,24952,5.66017)
(52925,53413,0.917781)
(52925,32820,4.54317)
(52925,39557,4.71307)
(52925,6611,7.1616)
(52925,42461,2.93233)
(52925,3422,6.55878)
(52925,17473,2.05275)
(52925,1798,4.89974)
(52925,3912,3.05729)
(52925,21802,4.88718)
(52925,1363,3.2661)
(52925,29757,10.6351)
(52925,12874,10.8397)
(52925,38164,5.79278)
(52925,17810,12.4645)
(52925,20383,5.97607)
(52925,18146,6.58232)
(52925,15697,3.86186)
(52925,11232,5.80874)
(52925,52114,7.43493)
(52925,33143,2.94431)
(52925,48697,1.47777)
(52925,45027,3.19812)
(52925,25831,5.45485)
(52925,9281,4.97386)
(52925,33534,2.92431)
(52925,30054,5.44962)
(52925,16264,10.6047)
(52925,12489,5.88741)
(52925,26335,6.94445)
(52925,7204,4.19684)
(52925,49987,5.59588)
(52925,4974,5.48398)
(52925,28604,6.19516)
(52925,5309,5.7492)
(52925,1347,3.21244)
(52925,6208,6.85033)
(52925,28961,3.92678)
(52925,19951,1.50703)
(52925,6224,3.43648)
(52925,29377,2.70745)
(52925,4976,6.89217)
(52925,32605,4.2083)
(52925,29782,7.01445)
(52925,8054,3.47776)
(52925,17449,7.60063)
(52925,52311,6.2352)
(52925,45897,5.38865)
(52925,914,5.92337)
(52925,21840,6.3044)
(52925,3930,3.76679)
(52925,396,1.56731)
(52925,84,6.04841)
(52925,29666,5.11145)
(52925,30885,3.55647)
(52925,52992,3.77752)
(52925,19843,8.17238)
(52925,30641,4.33922)
(52925,11951,5.82927)
(52925,45979,9.29362)
(52925,41001,6.87006)
(52925,761,6.40088)
(52925,11835,1.14027)
(52925,49359,3.62706)
(52925,5645,2.11844)
(52925,50323,5.25243)
(52925,13591,4.82498)
(52925,26402,4.93209)
(52925,16329,4.37912)
(52925,11867,6.45581)
(52925,2444,2.10822)
(14587,52925,3.78788)
(14587,42049,8.06854)
(14587,29082,7.75174)
(14587,25583,5.73545)
(14587,2769,9.86537)
(14587,27193,6.15229)
(14587,42205,10.962)
(14587,30405,9.68482)
(14587,4303,6.32982)
(14587,28189,4.87563)
(14587,53074,4.94629)
(14587,3305,5.57918)
(14587,4916,15.2067)
(14587,34303,6.7973)
(14587,4561,6.82936)
(14587,28289,7.37634)
(14587,22174,7.39994)
(14587,14288,6.66633)
(14587,31298,6.22875)
(14587,21925,6.55375)
(14587,36714,8.80584)
(14587,2494,7.00609)
(14587,41283,6.06317)
(14587,26822,5.37978)
(14587,49886,6.98921)
(14587,16374,6.53481)
(14587,29473,5.43885)
(14587,53329,8.68064)
(14587,4586,5.07589)
(14587,4604,6.97794)
(14587,30090,6.26611)
(14587,53086,7.06104)
(14587,37693,4.84032)
(14587,2451,6.42517)
(14587,36178,11.6225)
(14587,2213,5.39581)
(14587,24962,8.71702)
(14587,38902,8.46339)
(14587,28204,10.8563)
(14587,2961,5.25707)
(14587,21206,8.42994)
(14587,18371,9.64309)
(14587,43897,4.803)
(14587,1627,5.94606)
(14587,33205,5.00849)
(14587,40025,6.69299)
(14587,35744,11.7599)
(14587,48684,7.93937)
(14587,6976,5.67697)
(14587,51174,8.24813)
(14587,32084,5.47006)
(14587,25373,5.13727)
(14587,8028,10.0003)
(14587,19054,7.95847)
(14587,32228,7.66786)
(14587,5745,11.2885)
(14587,5364,7.846)
(14587,23008,7.72401)
(14587,50349,7.14584)
(14587,23591,5.33219)
(14587,4395,14.0403)
